Px1	Py1	Pz1	Px2	Py2	Pz2	Px3	Py3	Pz3	Px4	Py4	Pz4
0.0901328	0.200051	1.46841	-0.289024	-0.327715	-1.3708	0.0794141	0.430389	0.622751	0.121358	-0.234591	-0.721983
-0.447241	-0.802607	1.37397	0.685998	0.462341	-1.18944	-0.380092	0.258275	0.541375	0.202069	-0.0145307	-0.728478
0.515437	0.54099	1.39574	-0.681993	-0.465732	-1.3574	-0.0647746	0.410159	0.438807	0.242207	-0.543691	-0.498793
-0.976161	0.0286912	1.08503	1.0437	0.086616	-1.04099	-0.0791395	-0.306038	0.615324	0.0116659	0.0956723	-0.702477
-0.488103	-0.203975	1.09942	0.854553	-0.131856	-1.09504	-0.368342	-0.167003	0.578277	0.0468695	0.41418	-0.597838
-0.450556	0.394299	1.62886	0.0416503	-1.17374	-1.39089	-0.167847	0.543758	0.395185	0.572324	0.157745	-0.610974
-0.112363	0.737972	1.62886	-0.102528	-0.659388	-1.53124	0.00010923	0.110684	0.74992	0.233056	-0.247076	-0.883183
-0.713256	1.04862	1.25086	0.517958	-1.0384	-1.31045	0.139413	0.166569	0.659975	0.0408076	-0.341561	-0.650286
-0.39755	-0.813836	0.948653	0.728833	0.364007	-1.12878	-0.0747039	0.0735884	0.909457	-0.230584	0.342597	-0.734968
-0.673167	-0.355977	1.48297	0.188959	0.905597	-0.891908	0.225912	-0.643246	0.10226	0.243732	0.0793432	-0.676413
0.649531	-1.01604	1.38122	-0.0828196	0.93796	-1.16923	-0.602719	-0.358287	0.322919	0.0646227	0.426726	-0.564926
-0.91492	0.0713954	1.28702	1.07825	-0.131189	-1.27016	-0.132761	-0.0736911	0.674906	0.0116736	0.0957348	-0.695967
-1.31807	0.0912099	0.741564	1.24913	-0.033131	-0.550737	0.0513716	0.618805	0.315723	-0.0469883	-0.721315	-0.531912
1.85458	1.01694	0.898549	-1.06574	-0.618039	-1.65111	-0.114026	-0.125642	0.780097	-0.74107	-0.327416	-0.051386
1.42551	-0.734935	1.2003	-1.00637	0.457167	-1.5779	-0.168759	-0.313028	0.840746	-0.248415	0.509344	-0.478872
0.4447	0.515535	1.12101	-0.583139	-0.509083	-1.08829	0.140675	0.0214071	0.74992	9.35008e-005	0.0674524	-0.799658
0.403296	1.13789	1.38122	-0.68895	-0.410785	-1.00716	0.253325	-0.597798	0.446097	-0.0569097	-0.209855	-0.851134
0.691104	-0.0136504	1.22196	-0.392367	-0.0323529	-1.3708	0.238204	0.399205	0.630184	-0.57423	-0.364637	-0.472223
-0.57321	-0.496899	0.877099	0.483315	0.327227	-0.823937	-0.177538	-0.047908	0.578277	0.314784	0.14633	-0.630648
-0.330957	0.680883	0.920013	0.10515	-0.851579	-0.885116	-0.032453	0.40546	0.475311	0.294178	-0.34541	-0.538523
-1.02848	-0.354631	1.35221	0.907643	0.340979	-1.45111	-0.410252	0.00855642	0.637623	0.487949	0.0411966	-0.54513
0.44322	0.661487	1.00601	-0.756958	-0.854607	-0.762651	0.332455	0.374716	0.482629	-0.0286476	-0.239004	-0.767361
-0.841596	-0.0557908	1.02754	0.962303	0.166495	-0.966525	-0.369713	-0.0732523	0.615324	0.225739	-0.113785	-0.702477
1.58904	0.670863	0.408606	-1.80012	-0.339854	-0.116075	0.641953	-0.349861	0.431523	-0.524018	-0.0364504	-0.747937
-0.0670576	0.350228	1.51938	-0.350214	-0.130503	-1.45111	0.584885	0.324098	0.453392	-0.218248	-0.526463	-0.505426
0.199234	1.03904	0.93433	-0.503927	-1.03375	-0.80352	0.376412	0.385435	0.438807	-0.0407782	-0.537609	-0.610974
0.0228271	-0.527311	1.49753	0.0826589	0.320712	-1.5179	-0.431719	-0.269896	0.674906	0.290329	0.355899	-0.669887
0.0879817	-1.18212	0.634945	-0.126273	1.57533	-0.653436	0.0532962	-0.187757	0.68238	-0.0522158	-0.25274	-0.656824
-0.1815	-0.966897	1.91524	-0.0610524	0.864697	-1.71753	0.440327	-0.466534	0.416971	-0.163184	0.579757	-0.624094
-0.662137	0.743858	0.912857	0.187557	-0.567641	-1.14901	0.125676	0.115579	0.622751	0.370405	-0.373518	-0.3854
0.738916	0.498006	1.37397	-0.701715	-0.347069	-1.40428	0.152794	0.0465288	0.667437	-0.215101	-0.230742	-0.650286
-0.642051	1.31599	1.02036	0.104492	-0.707333	-1.10179	0.152452	-0.224918	0.645068	0.375526	-0.495388	-0.564926
-0.798279	0.768402	1.07065	0.146784	-0.650599	-0.95297	0.307065	0.0395533	0.504616	0.326224	-0.24769	-0.637198
-0.817228	0.786424	0.93433	0.441753	-0.893983	-0.789903	0.344025	0.374002	0.630184	0.0402275	-0.254773	-0.793206
-0.962595	0.306305	1.39574	-0.184891	-0.149858	-1.5179	0.445528	-0.122581	0.534012	0.6604	-0.0829858	-0.425562
-0.403413	-0.270194	1.45386	0.454783	0.341574	-1.39089	-0.191122	0.0462176	0.600488	0.168211	-0.108486	-0.682935
-0.331026	-1.15009	0.927171	0.397361	1.06219	-0.99362	-0.253293	-0.232792	0.712337	0.20406	0.268471	-0.630648
-0.754539	-0.542416	1.09942	0.993976	-0.288782	-1.31716	-0.36644	0.208008	0.526654	0.223039	0.495721	-0.297844
-0.615672	-0.474604	0.784305	-0.206189	0.203779	-1.39759	0.0934672	-0.0104382	0.712337	0.743823	0.265596	-0.0997813
-0.265907	0.641726	1.07784	0.332067	-0.565762	-1.26344	-0.0718934	-0.178613	0.526654	-0.0298263	-0.0834896	-0.365261
0.309269	-0.518023	0.884247	-0.846748	0.164492	-1.3842	0.236267	-0.329	0.548744	0.240646	0.654338	-0.0652371
0.49377	0.499055	1.44659	-0.771591	0.626196	-1.96883	0.431935	-0.295213	0.674906	-0.176557	-0.868443	-0.189046
0.227807	0.397752	1.92999	-0.244882	-0.479748	-1.76395	0.0267625	0.287935	0.704839	0.028576	-0.280273	-0.857551
-0.984162	0.263414	1.36671	0.641439	-0.308204	-1.35069	0.0333259	-0.193946	0.674906	0.288442	0.0898673	-0.734968
-1.20085	-0.797744	1.16424	0.68227	0.892943	-1.3775	0.0267826	0.351682	0.712337	0.466291	-0.503975	-0.505426
-0.179205	-0.398671	1.47569	0.10358	0.557831	-1.40428	0.2933	-0.467501	0.704839	-0.194341	0.247109	-0.81899
-1.08322	0.373294	1.67276	0.778642	-0.266214	-1.68433	0.223528	0.0732515	0.863593	0.1426	-0.307606	-0.851134
-0.829974	0.135911	1.46841	0.535539	-0.149887	-1.51122	-0.0133993	-0.126407	0.840746	0.32711	0.0511425	-0.786751
0.381311	-0.782272	1.41752	0.0415375	0.556536	-1.48452	-0.0129174	0.523332	0.475311	-0.421411	-0.405204	-0.445585
0.623736	0.686293	1.19309	-0.750141	-0.39012	-1.07478	-0.132365	-0.25647	0.645068	0.212642	-0.0691927	-0.773828
-0.156198	-0.375939	1.35221	0.352388	0.441083	-1.30374	0.113815	0.0341353	0.742392	-0.29766	-0.178072	-0.806106
1.01199	-0.202037	0.770052	-1.30005	0.586603	-0.864735	-0.106506	0.0276589	0.704839	0.332703	-0.364921	-0.617536
0.469957	-1.05758	1.34496	-0.944045	0.606943	-0.844342	0.753031	-0.0160667	0.272654	-0.234977	0.340605	-0.793206
0.353766	-1.00255	0.920013	-0.0833239	0.545136	-0.959748	-0.0851099	0.289501	0.541375	-0.123664	0.0581497	-0.518677
0.61639	0.552449	0.784305	-0.710534	-0.490864	-0.9733	-0.23432	0.200736	0.475311	0.336608	-0.329996	-0.324863
-0.644465	-0.289007	1.14982	0.851222	0.422258	-1.22982	-0.101598	-0.0687518	0.878855	-0.0341745	-0.144967	-0.831859
-1.03114	1.01107	0.698876	0.81704	-0.631288	-0.919059	0.324586	-0.00414126	0.848355	-0.0815443	-0.442458	-0.624094
-0.493974	1.03518	1.5121	0.309047	-0.894928	-1.5179	0.173489	0.192857	0.712337	0.0116432	-0.39963	-0.721983
-0.376304	-0.0557908	1.02754	0.56265	-0.42942	-1.10854	-0.169202	0.0580485	0.475311	-0.0296861	0.45034	-0.412192
0.777466	-0.8174	1.09942	-0.727869	0.760298	-1.14227	-0.0133688	-0.196745	0.817956	-0.0574262	0.221152	-0.76089
-0.402311	-1.24983	1.35946	0.208848	0.841393	-1.06802	0.370466	0.534563	0.453392	-0.149458	-0.19532	-0.76089
0.111703	1.13194	1.2003	0.0420336	-1.16468	-1.07478	0.0400293	0.274826	0.68986	-0.14352	-0.337359	-0.773828
0.609502	-0.529658	1.6508	-0.677912	0.00698944	-1.56458	-0.159216	0.451294	0.667437	0.218812	-0.0199764	-0.754416
0.582621	0.476985	1.39574	-1.23396	0.0270451	-0.95297	0.456749	-0.64731	0.351761	0.206764	0.00742154	-0.780292
0.849389	0.412027	1.31598	-0.412635	-0.602802	-1.40428	0.231074	0.480043	0.607903	-0.622533	-0.277801	-0.551733
0.871549	-0.247779	1.30874	-1.40159	0.890868	-1.45779	0.470793	-0.189891	0.795222	0.0117118	-0.451788	-0.663358
0.802682	0.623315	1.22918	-0.560108	-0.408222	-1.2231	0.331044	-0.168	0.637623	-0.511387	-0.0201727	-0.656824
1.6702	-0.72325	1.65812	-1.52588	0.734022	-1.44442	0.0333508	0.249285	0.68238	-0.142414	-0.383634	-0.851134
0.955289	-1.1984	1.10661	-0.0831117	1.47792	-1.04775	-0.533368	-0.16291	0.712337	-0.28732	-0.211622	-0.767361
-1.4758	-0.0563182	1.35221	1.46412	0.124859	-1.45779	-0.0597277	0.426635	0.68238	0.0352224	-0.455365	-0.584686
0.201576	0.710474	1.33771	-0.533629	-0.619112	-1.59122	0.187107	-0.0486292	0.727352	0.236144	-0.222874	-0.505426
-0.665866	0.874989	1.10661	0.585653	-0.869153	-0.980075	-0.402153	0.13201	0.438807	0.45856	-0.171591	-0.54513
-0.809751	-0.206734	1.56313	1.138	0.0464465	-1.34399	-0.508939	0.145221	0.497281	0.138411	0.0788278	-0.741454
0.0683247	0.309824	1.7901	0.490576	-0.30442	-1.7772	-0.32763	0.136089	0.742392	-0.218766	-0.135216	-0.747937
-0.290396	0.817313	1.35221	0.372952	-1.17625	-1.31716	-0.350946	-0.0545402	0.645068	0.219667	0.255189	-0.715485
0.217272	-1.72854	0.295999	-0.277123	1.817	-0.261567	0.0135887	0.0664972	0.817956	0.0456952	-0.177271	-0.851134
0.683806	1.1627	0.855662	-0.546165	-1.07421	-0.789903	0.389959	0.392189	0.453392	-0.493308	-0.591175	-0.551733
-0.882296	0.697672	1.76073	0.922369	-0.266317	-1.67105	0.10794	-0.337996	0.817956	-0.130594	-0.220009	-0.883183
-0.0223438	-0.684753	1.88575	0.4706	0.396535	-1.74406	-0.192697	0.369629	0.68238	-0.194591	-0.167162	-0.806106
-1.12239	0.280139	0.805697	1.04288	0.265327	-1.06802	0.0947489	-0.055662	0.848355	-0.0350313	-0.550183	-0.584686
-0.669777	-0.460591	1.30874	0.746873	0.500953	-1.25672	0.270869	-0.180208	0.615324	-0.360504	0.107256	-0.650286
1.24011	0.703532	0.998832	-1.19635	-0.592903	-0.83074	-0.0779216	-0.00398345	0.460693	0.0878548	-0.198668	-0.591264
0.382277	0.970752	1.50481	-0.769631	-0.647165	-1.13553	0.530468	-0.320471	0.286989	-0.109979	-0.091857	-0.689453
-0.423792	0.432949	1.28702	0.978985	-0.707057	-1.11529	-0.465997	0.146081	0.556118	-0.0807483	0.084483	-0.721983
-0.360066	-0.400105	1.59963	0.328865	0.496026	-1.59788	-0.40181	-0.131739	0.757455	0.48389	0.00744563	-0.747937
-0.468636	-0.0775123	1.3015	0.268665	0.0660116	-1.41767	0.284077	0.360862	0.615324	-0.0354524	-0.393103	-0.46557
-0.181229	-0.554558	1.86365	0.287522	0.261033	-1.63116	-0.0195152	0.419716	0.519302	-0.103577	-0.162651	-0.747937
0.453211	0.158696	1.77541	-0.537256	0.0464285	-1.3574	0.194275	-0.642338	0.0881937	-0.0941351	0.45648	-0.525297
-0.2673	0.878838	1.25809	-0.206992	-0.368241	-1.26344	0.587899	0.0333312	0.504616	-0.111655	-0.575149	-0.538523
1.13597	-0.991237	0.528661	-1.20995	0.715228	-0.440859	-0.129845	0.175534	0.453392	0.199807	0.0467653	-0.551733
0.664097	1.50405	0.977317	-0.867452	-1.72694	-0.550737	0.305282	0.813812	0.236909	-0.133239	-0.688385	-0.682935
0.376244	1.10288	0.955817	-0.419385	-0.772612	-0.844342	0.28832	0.120796	0.534012	-0.249018	-0.428531	-0.689453
-0.174711	-0.117648	0.59948	-0.0421033	-0.336534	-0.454613	0.000106031	0.274576	0.453392	0.205138	0.0689665	-0.578103
1.05838	1.01546	0.84852	-1.40547	-0.612543	-0.851141	0.534078	-0.208714	0.475311	-0.160302	-0.258324	-0.438915
0.330717	0.511056	0.819965	-0.211649	-0.861243	-0.495841	0.0965091	0.418543	0.344542	-0.215242	-0.0978233	-0.643744
0.156501	-0.544916	1.25809	-0.801384	-0.306359	-1.55791	0.516368	0.128363	0.637623	0.0961136	0.636637	-0.338347
-0.0670011	0.285752	1.49025	-0.226227	-0.248085	-1.4912	0.135412	0.0474157	0.855971	0.1483	-0.0958123	-0.851134
-1.33153	-0.0549785	0.521587	0.847651	-0.315684	-0.5233	0.170667	0.145973	0.548744	0.316865	0.192006	-0.564926
0.157226	0.455938	1.41752	0.331293	-0.465913	-1.34399	-0.272683	0.173407	0.68986	-0.200966	-0.222431	-0.773828
-0.342539	0.225567	2.10755	0.161823	-0.493158	-2.18567	0.182211	0.233608	0.825546	0.07487	-0.041883	-0.76089
1.40707	0.879759	1.29426	-1.38905	-0.941237	-1.25672	-0.201002	0.0789187	0.764996	0.143429	-0.0963695	-0.793206
-0.483066	0.761108	0.741564	0.563311	-0.0723667	-1.06802	-0.324451	-0.224918	0.645068	0.252139	-0.546799	-0.338347
0.0900568	0.456226	1.43932	0.124373	-0.505031	-1.3641	-0.0396931	0.0844124	0.659975	-0.17845	-0.0803464	-0.747937
1.04303	-1.0492	1.07065	-1.20829	1.23795	-1.08829	-0.0675917	0.0216521	0.863593	0.188444	-0.264501	-0.838288
-0.555639	-0.0560006	1.15703	0.372301	0.282646	-1.3775	-0.285135	-0.181016	0.659975	0.544819	-0.0543943	-0.472223
-1.35989	-0.402661	1.8195	1.14731	0.436247	-1.68433	0.267048	-0.239325	0.719842	-0.0738682	0.17538	-0.870375
-0.518194	1.01721	1.62886	0.000334619	-0.637693	-1.64446	0.0797706	-0.200125	0.667437	0.518748	-0.275612	-0.630648
-0.53665	0.0715604	1.36671	1.02123	-0.370042	-1.09504	-0.200877	0.341917	0.431523	-0.259926	-0.130152	-0.715485
-0.699156	0.760095	1.65812	0.102704	-0.305122	-1.69761	0.0666431	-0.384397	0.68986	0.505433	-0.0865638	-0.663358
-0.332613	0.790031	1.09222	0.000339988	-0.707472	-1.09504	0.252372	0.20464	0.667437	0.0869376	-0.301391	-0.695967
0.382035	0.178747	1.48297	-0.247015	0.242659	-1.46448	0.0674524	0.0279528	0.810372	-0.159926	-0.509848	-0.825426
-0.50343	0.00778766	2.16695	0.61126	-0.613902	-1.88305	0.0598103	0.596311	0.659975	-0.202901	-0.0464298	-0.959722
0.0452686	-0.484311	1.48297	-0.144008	0.596365	-1.45111	0.00675696	-0.282766	0.68238	0.104102	0.145092	-0.715485
-0.111116	0.984675	1.24363	0.000337479	-0.800762	-1.35069	0.112963	0.179342	0.667437	-0.0115981	-0.371212	-0.597838
0.530578	1.52291	0.927171	-0.146303	-1.35003	-0.905486	-0.201918	0.0856937	0.810372	-0.182316	-0.361912	-0.851134
-0.755484	0.4735	1.14262	1.08183	-0.389205	-1.15576	0.00683377	-0.38207	0.795222	-0.294021	0.172279	-0.734968
-0.688073	-0.352117	1.10661	0.249718	0.0268656	-1.18271	0.112879	0.14129	0.659975	0.334021	0.0968725	-0.578103
-1.04101	0.999637	1.02754	0.546096	-0.592786	-0.837542	0.508202	0.112479	0.351761	-0.005778	-0.546408	-0.551733
0.556597	0.346715	1.17145	-0.040992	0.381081	-1.3775	-0.0525282	-0.329976	0.578277	-0.496305	-0.510769	-0.371978
-0.358473	0.0503598	1.44659	-0.184143	0.319416	-1.65775	0.10794	-0.126119	0.817956	0.430487	-0.153169	-0.650286
-0.357569	-0.397331	1.35946	0.247592	-0.248181	-1.47784	-0.186608	0.250034	0.712337	0.280925	0.297403	-0.591264
-0.746026	0.697227	1.73871	0.53668	-0.641523	-1.43774	0.695343	0.0641112	0.453392	-0.494579	-0.124081	-0.76089
0.531792	-0.456568	1.00601	-0.167318	0.606107	-0.891908	-0.359894	-0.0538964	0.526654	-0.0174105	-0.131436	-0.617536
0.508275	0.659704	0.912857	-0.965412	-0.812919	-0.83074	0.078827	0.289715	0.548744	0.349061	-0.131005	-0.650286
-0.864652	0.472415	1.06346	0.910464	0.184389	-1.34399	0.0202206	-0.25957	0.764996	0.0236382	-0.334425	-0.531912
1.07756	0.392471	1.46841	-1.0054	-0.247224	-1.6112	0.120776	0.238583	0.764996	-0.197782	-0.452677	-0.643744
0.224121	0.966876	1.36671	-0.102786	-1.13262	-1.44442	0.105928	-0.243486	0.630184	-0.229136	0.377177	-0.54513
0.0666239	0.65984	0.920013	-0.521338	-0.90738	-1.04099	0.0133355	0.323595	0.630184	0.430598	-0.155307	-0.512053
0.335788	-0.226735	1.34496	0.28953	0.735161	-1.39089	-0.265036	-0.218771	0.652518	-0.286396	-0.387923	-0.597838
0.351216	-1.2878	0.670447	-0.252091	1.63047	-0.762651	-0.153844	0.0022763	0.74992	9.46004e-005	-0.478516	-0.682935
0.42099	-1.00484	0.998832	-0.669507	0.964356	-0.932627	-0.0861925	-0.326614	0.667437	0.31769	0.24402	-0.721983
-0.426384	-0.142148	1.49753	0.290205	0.894679	-1.31045	0.000106655	-0.539494	0.511956	0.0753585	-0.268298	-0.695967
0.718233	-1.07029	0.39451	-0.911595	0.734578	-0.482104	0.091879	-0.197612	0.541375	0.0950211	0.488098	-0.452251
-0.174496	0.881981	0.556971	0.021477	-0.818243	-0.605547	-0.190555	0.146297	0.570885	0.38215	-0.227588	-0.54513
0.750102	0.931851	0.862806	-0.750729	-0.787946	-1.04775	0.405361	0.249098	0.674906	-0.42113	-0.455802	-0.452251
-1.36857	0.56351	1.46841	1.06124	-0.746001	-1.14901	0.568146	0.0452425	0.387934	-0.277622	0.0240158	-0.702477
1.44794	0.843279	0.677552	-1.24596	-1.05941	-0.619236	-0.139301	0.122422	0.667437	-0.0402746	0.0404201	-0.734968
1.03441	0.908773	0.784305	-1.24645	-0.576654	-0.605547	0.131501	-0.410853	0.563499	0.155701	-0.107851	-0.741454
-0.353926	-0.730808	1.00601	0.377131	0.884587	-0.932627	-0.235357	-0.284412	0.519302	0.187315	0.202648	-0.591264
-0.792008	0.48977	0.798565	0.455047	-0.18988	-1.3708	-0.0602696	0.0789783	0.772543	0.431419	-0.414637	-0.216354
0.134562	0.0289142	1.35221	-0.0618006	-0.131087	-1.29702	-0.217938	-0.486589	0.322919	0.191999	0.664772	-0.345082
1.09498	-0.138553	0.613662	-1.22508	-0.0934572	-0.612392	0.214466	0.15544	0.757455	-0.0228401	-0.0144368	-0.793206
1.24849	-1.01475	0.620755	-1.05543	0.40951	-0.63292	0.160031	0.345069	0.704839	-0.359326	0.200794	-0.682935
0.640907	0.175854	0.920013	-1.09095	-0.272773	-0.844342	0.188259	0.379254	0.438807	0.270652	-0.384634	-0.538523
-0.287856	-0.2248	1.04909	1.26555	0.659129	-1.25	-0.443346	-0.376085	0.637623	-0.515365	-0.201189	-0.46557
-0.132717	-0.732026	1.06346	-0.0827388	1.01619	-1.20291	0.121603	-0.242056	0.833143	0.0405683	-0.102694	-0.708983
0.493666	0.178521	1.43932	-0.944007	-0.0516925	-1.60454	0.570827	-0.0915139	0.548744	-0.05971	-0.100527	-0.371978
-0.243769	1.23389	1.08503	0.502728	-1.2692	-0.932627	-0.391467	-0.134565	0.497281	0.150819	0.128997	-0.682935
-0.539598	1.10079	1.55584	0.432866	-0.71902	-1.4912	0.150099	0.0146435	0.489952	-0.046864	-0.400647	-0.558332
-0.384627	0.654966	1.78275	0.144485	-0.797354	-1.49787	0.0263081	0.63875	0.534012	0.193778	-0.399669	-0.857551
0.396789	1.1615	0.819965	-0.709142	-0.688701	-1.04099	0.268273	0.164236	0.519302	-0.0119202	-0.684935	-0.324863
0.248534	0.244097	1.6508	0.371292	0.105177	-1.47116	-0.604306	0.127412	0.563499	0.0689838	-0.555911	-0.780292
-0.244023	0.0498869	1.12101	0.146583	-0.450672	-1.00039	0.0066376	0.369322	0.504616	0.13466	-0.0983393	-0.591264
-0.403839	-0.0137569	1.49025	0.123964	0.438864	-1.47784	0.0672482	-0.323925	0.780097	0.240431	-0.161602	-0.81255
-0.0666636	-0.609688	1.31598	-0.0414018	-0.45023	-1.03422	-0.0508321	0.432836	0.251191	0.235206	0.449973	-0.54513
0.249009	0.0938239	1.71671	0.205231	0.299773	-1.67105	-0.212166	0.00225588	0.659975	-0.184809	-0.438424	-0.715485
-0.601124	-0.586679	1.21474	1.20945	0.841229	-1.07478	-0.202953	-0.596853	0.534012	-0.359561	0.178819	-0.676413
0.845662	0.68572	1.16424	-0.754573	-0.732047	-0.87153	-0.343008	0.0145367	0.416971	0.260284	0.0460339	-0.708983
1.19807	1.16972	1.06346	-1.28236	-1.1748	-0.77628	0.159393	-0.0524645	0.25834	-0.0702045	-0.0761444	-0.578103
-1.01143	-0.20656	1.53396	1.06331	0.364506	-1.08153	-0.159185	-0.653408	0.25834	0.126967	0.381056	-0.734968
0.48045	-0.16646	2.10755	-0.425284	0.161361	-2.04783	-0.390396	-0.281501	0.637623	0.346112	0.243703	-0.734968
-0.882786	1.50093	0.905702	1.00709	-1.7113	-0.864735	0.267048	0.123067	0.719842	-0.385791	-0.0364504	-0.747937
-0.2673	0.305086	1.25809	0.435393	-0.545585	-1.29031	-0.182268	0.394844	0.840746	0.0344274	-0.232473	-0.81255
-0.246544	-0.740822	1.47569	0.0622707	0.57739	-1.41098	0.273516	-0.105733	0.712337	-0.0229439	0.166569	-0.747937
-0.155545	0.49561	1.20752	0.0211001	-0.348964	-1.21637	0.451837	-0.0645121	0.244048	-0.41215	-0.188536	-0.236788
0.286551	1.26588	0.805697	-0.500667	-0.768522	-1.02746	0.0665433	-0.0103991	0.674906	0.154555	-0.563946	-0.438915
-0.820122	-1.30228	1.05627	0.544808	1.00464	-0.919059	0.369104	0.196843	0.593078	-0.0460715	0.084428	-0.728478
0.267076	0.409877	1.13541	-0.205353	-0.0126009	-1.53791	-0.126878	-0.176013	0.734869	0.162234	-0.203912	-0.331607
-0.508715	1.04077	0.991659	0.807983	-0.505915	-1.30374	-0.226449	-0.0231268	0.704839	0.0120429	-0.692166	-0.3854
-1.00738	-0.120394	1.39574	0.510415	0.356823	-1.81693	-0.121015	-0.2285	0.802794	0.584635	-0.168446	-0.398805
0.588552	-0.843523	0.443873	-0.425168	1.36527	-0.37201	-0.222604	-0.147543	0.534012	0.0997533	-0.366608	-0.571517
-0.638729	0.196449	0.841379	0.94473	-0.532689	-0.844342	-0.145071	0.404601	0.607903	-0.169796	-0.126375	-0.578103
-0.201396	0.755134	1.43205	0.0413535	-0.501042	-1.63781	-0.121568	0.131101	0.848355	0.292049	-0.476418	-0.610974
-0.825278	-0.523886	1.27255	0.828369	0.440912	-1.31716	-0.200095	-0.0358771	0.719842	0.22633	0.0848696	-0.676413
-0.353558	1.293	0.970149	0.542248	-1.44244	-1.08153	-0.303392	0.0022936	0.825546	0.155701	0.0678467	-0.741454
1.7043	0.597828	0.984487	-1.04179	0.0865142	-1.08153	-0.182762	-0.408434	0.504616	-0.547181	-0.406019	-0.425562
0.522805	0.678562	1.88575	-0.799224	-0.26647	-1.65111	0.480238	-0.073968	0.712337	-0.226319	-0.327017	-0.921519
-1.01949	1.06363	1.04909	0.74153	-1.13065	-1.50455	0.286422	0.116446	0.697347	0.0605995	-0.216969	-0.25718
-0.825797	-0.268947	1.29426	1.12518	0.106308	-1.10179	-0.312838	0.30675	0.697347	-0.0453635	-0.149638	-0.883183
0.851191	-0.927869	0.493307	-1.25567	1.20384	-0.351328	0.35046	-0.591179	0.438807	0.0703493	0.264134	-0.584686
-0.491279	-0.0562709	1.32322	0.518765	-0.664653	-1.25672	-0.215259	0.462312	0.497281	0.176195	0.326348	-0.558332
-0.517318	0.136314	1.57043	0.936425	-0.746001	-1.14901	-0.369442	0.206032	0.431523	-0.0169425	0.272418	-0.889582
0.843899	0.45166	1.09222	-0.870449	-0.348488	-1.26344	-0.407516	0.127507	0.570885	0.427542	-0.337334	-0.445585
1.31748	0.0713954	1.28702	-0.888759	0.02673	-1.3574	-0.13316	0.110186	0.704839	-0.255646	-0.402248	-0.656824
0.56058	0.413241	1.41752	-0.476986	-0.566314	-1.22982	0.0720008	0.151662	0.511956	-0.110194	0.0406845	-0.669887
-0.709098	0.49334	1.04909	0.750674	-0.310617	-1.08153	0.280528	-0.476176	0.489952	-0.277629	0.260967	-0.492157
-0.450079	0.200771	1.59233	0.410444	-0.305592	-1.64446	-0.0929005	0.0339052	0.674906	0.198232	-0.0701925	-0.630648
-0.135081	0.373294	1.67276	0.245879	-0.1295	-1.71753	0.155233	0.130802	0.825546	-0.223222	-0.434463	-0.806106
0.315814	-1.38762	1.60694	0.0415858	1.28419	-1.44442	-0.254248	-0.424979	0.74992	-0.124196	0.400204	-0.940637
-0.0888572	0.645087	1.25809	-0.0621877	-0.707749	-1.08153	0.03281	0.28886	0.519302	0.144928	-0.323665	-0.689453
-0.949789	-0.875962	1.74605	0.757868	1.00173	-1.69761	0.0885965	-0.198707	0.917123	0.11258	-0.0141622	-0.985118
1.3207	-0.306985	0.791434	-1.00226	0.405092	-1.00716	0.233505	0.0594446	0.712337	-0.548715	-0.245362	-0.505426
0.695617	-0.0137395	1.44659	-0.123963	0.026782	-1.29031	-0.443346	0.0400844	0.637623	-0.16065	-0.0308632	-0.780292
0.671492	-0.0350174	1.35946	-0.641511	-0.111311	-1.31045	0.186266	-0.0357427	0.68238	-0.230285	0.0239066	-0.747937
0.537493	0.881793	1.37397	-0.584626	-1.16719	-1.00039	-0.0123553	0.826915	0.0321262	0.0298005	-0.66016	-0.438915
-0.471504	0.30734	1.5121	0.145215	0.638002	-1.32387	0.502134	-0.506749	0.358984	-0.14069	-0.500977	-0.564926
0.490875	0.920952	1.24363	-0.268668	-0.761801	-1.33058	0.266447	-0.156322	0.697347	-0.418939	-0.0423775	-0.643744
0.20107	-0.820995	1.25086	-0.0612998	0.339729	-1.5779	-0.345095	-0.26337	0.667437	0.240625	0.620745	-0.318115
0.334943	-0.991167	1.25809	-0.248749	0.679419	-1.2231	0.000108738	0.452989	0.704839	-0.0744891	-0.172952	-0.786751
0.666451	0.557518	1.09942	-0.50047	-0.509782	-1.04099	0.315453	0.36525	0.563499	-0.418665	-0.480085	-0.650286
0.198903	1.43664	0.877099	0.269186	-0.781059	-1.35069	-0.0337664	0.092672	0.871221	-0.43591	-0.726307	-0.3854
-0.535636	-0.0562355	1.3015	0.393882	0.401703	-1.29702	-0.0331587	-0.0674629	0.68986	0.173667	-0.301195	-0.702477
0.315413	-0.914211	1.56313	-0.453317	1.06785	-1.45111	0.296183	-0.561899	0.578277	-0.155918	0.310238	-0.715485
0.828611	-0.67482	1.38122	-1.05438	1.11036	-1.35069	0.074243	-0.286632	0.817956	0.119262	-0.149446	-0.895977
-0.066095	1.18937	1.02036	0.0843047	-1.2527	-0.837542	-0.0712105	0.539568	0.431523	0.0989687	-0.596445	-0.650286
-0.761045	0.391645	1.39574	0.781498	-0.1301	-1.55791	-0.349381	0.247247	0.600488	0.337362	-0.550416	-0.478872
0.631661	1.01721	1.62886	-0.737861	-0.930724	-1.64446	0.460328	-0.0353454	0.570885	-0.33339	-0.170799	-0.591264
